cluster_1,,Other,Other,Other,Other,basal,basal,basal,basal,fibroblasts,fibroblasts,fibroblasts,fibroblasts,luminal,luminal,luminal,luminal
ANGPT2,CDH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDR,CDH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNG1,CDH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL4,CDH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIT,CD81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIT,CSF2RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF1,CSF2RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF3,CSF2RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,CSF2RA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIT,CD63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFRP2,WNT2,0,0,0,0,0,0,0,0,0,0,0.46659040451049805,0,0,0,0,0
FRZB,WNT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIF1,WNT2,0,0,0,0,0,0,0,0,0,0,0.40757834911346436,0,0,0,0,0
RSPO3,WNT2,0,0,0,0,0,0,0,0,0,0,0.46588027477264404,0,0,0,0,0
DKK2,WNT2,0,0,0,0,0,0,0,0,0,0,0.1336514949798584,0,0,0,0,0
SOSTDC1,WNT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOST,WNT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFRP5,WNT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERPINF1,WNT2,0,0,0,0,0,0,0,0,0,0,1.2080711126327515,0,0,0,0,0
SFRP4,WNT2,0,0,0,0,0,0,0,0,0,0,0.13657298684120178,0,0,0,0,0
SFRP2,WNT6,0,0,0,0,0,0,0,0,0,0.5398315191268921,0.5001353025436401,0,0,0,0,0
FRZB,WNT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIF1,WNT6,0,0,0,0,0,0,0,0,0,0.4808194637298584,0.44112324714660645,0,0,0,0,0
RSPO3,WNT6,0,0,0,0,0,0,0,0,0,0.5391213893890381,0.49942517280578613,0,0,0,0,0
DKK2,WNT6,0,0,0,0,0,0,0,0,0,0.20689260959625244,0.1671963930130005,0,0,0,0,0
SOSTDC1,WNT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOST,WNT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFRP5,WNT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERPINF1,WNT6,0,0,0,0,0,0,0,0,0,1.2813122272491455,1.2416160106658936,0,0,0,0,0
SFRP4,WNT6,0,0,0,0,0,0,0,0,0,0.20981411635875702,0.17011789977550507,0,0,0,0,0
SFRP2,WNT5A,0,0,0,0,0,0,0,0,0,0,0.6699632406234741,0,0,0,0,0
FRZB,WNT5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WIF1,WNT5A,0,0,0,0,0,0,0,0,0,0,0.6109511852264404,0,0,0,0,0
SFRP5,WNT5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFRP4,WNT5A,0,0,0,0,0,0,0,0,0,0,0.33994582295417786,0,0,0,0,0
TLN1,ITGA5,0,0,0.17278850078582764,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT1,ITGA5,0,0,0,0,0,0,0,0,0,0,0.23428380489349365,0,0,0,0,0
FLT4,ITGA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL12,ITGA5,0,0,0,0,0,0,0.1779327392578125,0,0,0,0.5791924595832825,0,0,0,0,0
VEGFD,ITGA5,0,0,0,0,0,0,0,0,0,0,0.35993096232414246,0,0,0,0,0
L1CAM,ITGA5,0,0,0.09799634665250778,0,0,0,0,0,0,0,0,0,0,0,0,0
RELN,ITGA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTN,ITGA5,0,0,0,0,0,0,0,0,0,0,0.9138182401657104,0,0,0,0,0
THBS1,ITGA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS2,ITGA5,0,0,0,0,0,0,0,0,0,0,0.27971988916397095,0,0,0,0,0
CTGF,ITGA5,0,0,0,0,0,0,0.3240765929222107,0,0,0,0.34213507175445557,0,0,0,0,0
VWF,ITGA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMB1,ITGA5,0,0,0,0,0,0,0,0,0,0,0.4631742835044861,0,0,0,0,0
LAMA4,ITGA5,0,0,0,0,0,0,0,0,0,0,0.3513031303882599,0,0,0,0,0
LAMC2,ITGA5,0,0,0,0,0,0,0.1412372589111328,0,0,0,0,0,0,0,0,0
TNC,ITGA5,0,0,0,0,0,0,0,0,0,0,0.31592172384262085,0,0,0,0,0
COL6A3,ITGA5,0,0,0,0,0,0,0,0,0,0,0.6034997701644897,0,0,0,0,0
LAMA3,ITGA5,0,0,0,0,0,0,0.35115846991539,0,0,0,0,0,0,0,0,0
LAMC3,ITGA5,0,0,0,0,0,0,0,0,0,0,0.7095152139663696,0,0,0,0,0
SPP1,ITGA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYR61,ITGA5,0,0,0,0,0,0,0.4832550585269928,0,0,0,0.12403027713298798,0,0,0,0,0
LAMA2,ITGA5,0,0,0,0,0,0,0,0,0,0,0.8972619771957397,0,0,0,0,0
CHAD,ITGA5,0,0,0.13124117255210876,0,0,0,0,0,0,0,0,0,0,0,0,0
SPON2,ITGA5,0,0,0,0,0,0,1.190868854522705,0,0,0,0.24612385034561157,0,0,0,0,0
COL6A6,ITGA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS4,ITGA5,0,0,0,0,0,0,0,0,0,0,0.4037448465824127,0,0,0,0,0
WISP1,ITGA5,0,0,0,0,0,0,0,0,0,0,0.24729277193546295,0,0,0,0,0
TLN1,ITGA2B,0,0,0.1648670732975006,0.2978002727031708,0,0,0,0,0,0,0,0,0,0,0,0
RELN,ITGA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTN,ITGA2B,0,0,0,0,0,0,0,0,0,0,0.9058968424797058,1.038830041885376,0,0,0,0
THBS1,ITGA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS2,ITGA2B,0,0,0,0,0,0,0,0,0,0,0.2717984616756439,0.4047316908836365,0,0,0,0
VWF,ITGA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMB1,ITGA2B,0,0,0,0,0,0,0,0,0,0,0.45525285601615906,0.5881860852241516,0,0,0,0
LAMA4,ITGA2B,0,0,0,0,0,0,0,0,0,0,0.34338170289993286,0.476314902305603,0,0,0,0
LAMC2,ITGA2B,0,0,0,0,0,0,0.13331584632396698,0.26624906063079834,0,0,0,0,0,0,0,0
TNC,ITGA2B,0,0,0,0,0,0,0,0,0,0,0.3080002963542938,0.4409335255622864,0,0,0,0
COL6A3,ITGA2B,0,0,0,0,0,0,0,0,0,0,0.5955783724784851,0.7285115718841553,0,0,0,0
LAMA3,ITGA2B,0,0,0,0,0,0,0.343237042427063,0.47617024183273315,0,0,0,0,0,0,0,0
ICAM4,ITGA2B,0,0,0,0,0,0,0,0,0,0,0.1191289871931076,0.25206220149993896,0,0,0,0
LAMC3,ITGA2B,0,0,0,0,0,0,0,0,0,0,0.701593816280365,0.8345270156860352,0,0,0,0
SPP1,ITGA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMA2,ITGA2B,0,0,0,0,0,0,0,0,0,0,0.8893405795097351,1.0222737789154053,0,0,0,0
CHAD,ITGA2B,0,0,0.12331975996494293,0.2562529742717743,0,0,0,0,0,0,0,0,0,0,0,0
COL6A6,ITGA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS4,ITGA2B,0,0,0,0,0,0,0,0,0,0,0.3958234190940857,0.5287566184997559,0,0,0,0
WNT5A,LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGF,LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHH,LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDK,LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGT,LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TG,LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOA1,LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOE,LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GC,LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT5A,RORA,0,0,0,0,0,0,0,0,0.35723933577537537,0,0,0,0,0,0,0
IL22,IL21R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL4,TNFRSF11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,TNFRSF11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL13,TNFRSF11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,TNFRSF11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF11,TNFRSF11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTN,TNFRSF11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS1,TNFRSF11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWF,TNFRSF11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,PPARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL4,PPARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,PPARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,PPARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL12A,PPARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLN1,PPARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERPINF1,PPARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL10,CD14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL10,CD40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,CD40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD40LG,CD40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTB,CD40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL18,CD40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL10,CSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,CSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL6,CSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1A,CSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,CSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1B,CSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL10,IL1RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL6,IL1RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,IL1RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,IL1RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,IFNGR1,0.6917176842689514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNB1,IFNGR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,CD74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,PIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,PIGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,CD40LG,0.09461583197116852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSLP,CD40LG,0,0,0,0,0,0,0,0,0.17783668637275696,0,0,0,0.07077483832836151,0,0,0
ICOS,CD40LG,0.1550138145685196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,KLRD1,0.48524677753448486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD160,KLRD1,0.5678938031196594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,MUC1,0.09826669096946716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,MUC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL13,MUC1,0.06077080965042114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL7,MUC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,CEACAM1,0,0,0,0.42069339752197266,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,CXCL9,0,0,0.04951934888958931,0,0,0,0,0,0,0,0,0,0,0,0,0
IL12B,CXCL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,CXCL16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,VCAM1,0,0,0.3572072982788086,0,0,0,0,0,0,0,0,0,0,0,0,0
CD40LG,VCAM1,0,0,0.3630821406841278,0,0,0,0,0,0,0,0,0,0,0,0,0
IL4,VCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,VCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL18,VCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3477751612663269,0
THBS1,VCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,CXCL12,0,0.16004899144172668,0.5613086819648743,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL5,CXCL12,0,0.30857640504837036,0.7098361253738403,0,0,0,0,0,0,0,0,0,0,0,0,0
IL6,CXCL12,0,0,0,0,0,0,0,0,0,0.49350908398628235,0.8947688341140747,0,0,0,0,0
IL1A,CXCL12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF3,CXCL12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2,CXCL12,0,0.13651080429553986,0.5377705097198486,0,0,0,0,0,0,0,0,0,0,0,0,0
IL13,CXCL12,0,0.12255311012268066,0.5238128304481506,0,0,0,0,0,0,0,0,0,0,0,0,0
IL17A,CXCL12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL18,CXCL12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150616854429245,0.5518765449523926,0
ADIPOQ,CXCL12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,CXCL10,0,0,0.060899198055267334,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,CXCL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1B,CXCL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSM,CXCL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL17F,CXCL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,IL17A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL6,IL17A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF4,IL17A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYR61,IL17A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFB,S1PR1,0.4173303246498108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDR,S1PR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPP1,S1PR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL9,GRM7,0,0,0,0,0,0,0,0,0,0,0.046846579760313034,0,0,0,0,0
CCL5,GRM7,0,0,0.2345956414937973,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL10,GRM7,0,0,0,0,0,0,0,0,0,0,0.05822642892599106,0,0,0,0,0
CXCL12,GRM7,0,0,0,0,0,0,0.1573762148618698,0,0,0,0.558635950088501,0,0,0,0,0
APLN,GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGT,GRM7,0,0,0,0,0,0,0,0,0,0,0.27761349081993103,0,0,0,0,0
KNG1,GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL20,GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL1,GRM7,0,0,0,0,0,0,0.13594168424606323,0,0,0,0.1623261421918869,0,0,0,0,0
CXCL2,GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL3,GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL5,GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPBP,GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL13,GRM7,0,0,0,0,0,0,0,0,0,0,0.34398549795150757,0,0,0,0,0
PENK,GRM7,0,0,0,0,0,0,0,0,0,0,0.9062141180038452,0,0,0,0,0
ANXA1,GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAA1,GRM7,0,0,0,0,0,0,0,0,0,0,0.06065700203180313,0,0,0,0,0
GAL,GRM7,0,0,0,0,0,0,0,0,0,0,0.09301195293664932,0,0,0,0,0
PNOC,GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPY,GRM7,0,0,0,0,0,0,0,0,0,0,0.07385223358869553,0,0,0,0,0
SST,GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYY,GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF4,GRM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL5,CCRL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RARRES2,CCRL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL5,TNFRSF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2,TNFRSF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFSF4,TNFRSF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL6,TLR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,TLR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAA1,TLR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCAN,TLR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCN,TLR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYR61,TLR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRG4,TLR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL6,OXTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL6,AGT,0,0,0,0,0,0,0,0,0,0,0.6137463450431824,0,0,0,0,0
IL6,MSR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF1,MSR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOQ,MSR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGF,NRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0394952297210693,0
HGF,NRP1,0,0,0,0,0,0,0.4448569416999817,0,0,0,0.23566506803035736,0,0,0,0,0
KDR,NRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1CAM,NRP1,0,0,0.22527426481246948,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMA3C,NRP1,0,0,0,0,0,0,0.19287656247615814,0,0,0,0,0,0,0,0,0
PGF,NRP1,0,0,0,0,0,0,0.48221439123153687,0,0,0,0.46883776783943176,0,0,0,0,0
SEMA3D,NRP1,0,0,0,0,0,0,0,0,0,0,0.268359899520874,0,0,0,0,0
CNTN2,NRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCAM,NRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2942274510860443,0
EGF,PGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGF,ANXA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,ANXA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGF,BSG,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2395646572113037,0,0.9438858032226562
IL1A,IL1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1B,IL1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL12A,IL1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1RAP,IL1R1,0,0,0,0,0,0,0.45890945196151733,0,0,0,0,0,0,0,0,0
IL12B,IL1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1RN,IL1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1A,IL1RAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1B,IL1RAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1RN,IL1RAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL33,IL1RAP,0,0,0,0,0,0.9947836995124817,0,0,0,0.6264748573303223,0,0,0,0,0,0
IL1A,IL1R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1B,IL1R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1RN,IL1R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1A,PLAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,PLAU,0,0,0.05922425165772438,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,PLAU,0,0,0,0,0,0,0.27096885442733765,0,0,0,0.06177699193358421,0,0,0,0,0
TNF,PLAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIF,PLAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDNF,PLAU,0,0,0,0,0,0,0,0,0,0,0.02606910839676857,0,0,0,0,0
VTN,PLAU,0,0,0,0,0,0,0,0,0,0,0.8672080636024475,0,0,0,0,0
FGFR4,PLAU,0,0,0,0,0,0,0,0,0,0,0.0846855491399765,0,0,0,0,0
PLAUR,PLAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPP1,PLAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1A,C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD40LG,C3,0,0,0.275404155254364,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2,C3,0,0,0.24599111080169678,0,0,0,0,0,0,0,0,0,0,0,0,0
C4B,C3,0,0,0,0,0,0,0,0,0,0,0.26187315583229065,0,0,0,0,0
PDGFB,LRP1,0,0.12923553586006165,0.5966299176216125,0,0,0,0,0,0,0,0,0,0,0,0,0
MDK,LRP1,0,0,0,0,0,0,0,0,0,0.49328240752220154,0.9606767892837524,0,0,0,0,0
THBS1,LRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTGF,LRP1,0,0,0,0,0,0.33973586559295654,0.8071302771568298,0,0,0.3577943444252014,0.8251887559890747,0,0,0,0,0
VWF,LRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOA1,LRP1,0,0,0,0,0,0.32163313031196594,0.7890275716781616,0,0,0,0,0,0,0,0,0
APOE,LRP1,0,0,0,0,0,0.6213231682777405,1.0887175798416138,0,0,0.2882304787635803,0.7556248903274536,0,0,0,0,0
LGALS9,LRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF4,LRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD40LG,ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2,ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNG1,ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP,ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTGF,ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICAM4,ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYR61,ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICAM2,ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPON2,ITGAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD40LG,ITGA2B,0,0,0.1045781746506691,0.23751138150691986,0,0,0,0,0,0,0,0,0,0,0,0
CTGF,ITGA2B,0,0,0,0,0,0,0.31615516543388367,0.4490883946418762,0,0,0.33421364426612854,0.4671468734741211,0,0,0,0
CYR61,ITGA2B,0,0,0,0,0,0,0.47533363103866577,0.6082668304443359,0,0,0.11610886454582214,0.2490420639514923,0,0,0,0
CD40LG,ITGB1,0,0,0.11836104094982147,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,ITGB1,0,0,0,0,0,0,0,0,0,0,0.07291276752948761,0,0,0,0,0
CTGF,ITGB1,0,0,0,0,0,0,0.32993805408477783,0,0,0,0.3479965329170227,0,0,0,0,0
ANGPTL4,ITGB1,0,0,0,0,0,0,0,0,0,0,0.38519859313964844,0,0,0,0,0
EDIL3,ITGB1,0,0,0,0,0,0,0,0,0,0,0.07401043176651001,0,0,0,0,0
CD40LG,CD80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL22,CD80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD274,CD80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8A,CD80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD40LG,CD47,0.25247105956077576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTN,CD47,0,0,0,0,0,0,0,0,1.053789734840393,0,0,0,0,0,0,0
THBS1,CD47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS2,CD47,0,0,0,0,0,0,0,0,0.4196913540363312,0,0,0,0,0,0,0
LGALS9,CD47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS4,CD47,0,0,0,0,0,0,0,0,0.543716311454773,0,0,0,0,0,0,0
CD40LG,CD83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,CD83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2,CD83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD40LG,IGHM,0.11993633210659027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL4,TNFRSF17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1B,TNFRSF17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTA,EDNRA,0,0,0.17554867267608643,0,0,0,0,0,0,0,0,0,0,0,0,0
AGT,EDNRA,0,0,0,0,0,0,0,0,0,0,0.39512115716934204,0,0,0,0,0
EDN1,EDNRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDN2,EDNRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDN3,EDNRA,0,0,0,0,0,0,0,0,0,0,0.33531641960144043,0,0,0,0,0
TNC,EDNRA,0,0,0,0,0,0,0,0,0,0,0.41287288069725037,0,0,0,0,0
