source,target,aspect_intercell_source,aspect_intercell_target,category_intercell_source,category_intercell_target,category_source_intercell_source,category_source_intercell_target,consensus_direction,consensus_inhibition,consensus_score_intercell_source,consensus_score_intercell_target,consensus_stimulation,curation_effort,database_intercell_source,database_intercell_target,dip_url,entity_type_intercell_source,entity_type_intercell_target,is_inhibition,is_stimulation,n_primary_sources,n_references,n_sources,parent_intercell_source,parent_intercell_target,plasma_membrane_peripheral_intercell_source,plasma_membrane_peripheral_intercell_target,plasma_membrane_transmembrane_intercell_source,plasma_membrane_transmembrane_intercell_target,receiver_intercell_source,receiver_intercell_target,references,references_stripped,scope_intercell_source,scope_intercell_target,secreted_intercell_source,secreted_intercell_target,sources,transmitter_intercell_source,transmitter_intercell_target,type,uniprot_intercell_source,uniprot_intercell_target
IL5,IL5RA,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,17,True,32,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4996,protein,protein,False,True,18,12,29,ligand,receptor,False,False,False,True,False,True,Baccin2019:10880230;Baccin2019:11748263;Baccin2019:1732409;Baccin2019:7721873;BioGRID:10823900;BioGRID:1732409;CellTalkDB:11748263;DIP:1495999;DIP:22153509;HPRD:10880230;HPRD:1732409;HPRD:7721873;InnateDB:1732409;InnateDB:7721873;IntAct:22153509;LRdb:10880230;LRdb:11748263;LRdb:1732409;LRdb:7721873;Lit-BM-17:1495999;Lit-BM-17:1732409;Lit-BM-17:7721873;Lit-BM-17:7957082;NetPath:1732409;NetPath:1833065;SignaLink3:22528658;SignaLink3:23331499;SignaLink3:8567620;connectomeDB2020:10880230;connectomeDB2020:11748263;connectomeDB2020:1732409;connectomeDB2020:7721873,10823900;10880230;11748263;1495999;1732409;1833065;22153509;22528658;23331499;7721873;7957082;8567620,generic,generic,True,False,Baccin2019;BioGRID;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;IntAct;Kirouac2010;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P05113,Q01344
CSF1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,14,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,True,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P09603,P06756
PDGFB,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,17,14,False,1,,,,protein,protein,False,False,5,1,7,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,P01127,P06756
CXCL12,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,18,14,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,connectomeDB2020:29301984,29301984,generic,generic,True,False,connectomeDB2020,True,False,post_translational,P48061,P06756
RELN,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,14,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P78509,P06756
LAMB1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,14,True,1,,,,protein,protein,False,True,6,1,8,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,True,False,post_translational,P07942,P06756
LAMA4,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,3,14,True,1,,,,protein,protein,False,True,6,1,8,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,True,False,post_translational,Q16363,P06756
LAMC2,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,14,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q13753,P06756
NID1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,8,14,False,4,,,,protein,protein,False,False,8,1,11,ligand,receptor,False,False,False,True,False,True,CellTalkDB:9686320;HPRD:9686320;LRdb:9686320;connectomeDB2020:9686320,9686320,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,True,False,post_translational,P14543,P06756
COL6A3,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,3,14,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P12111,P06756
LAMA3,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,14,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q16787,P06756
LAMC3,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,3,14,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q9Y6N6,P06756
LAMA2,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,14,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P24043,P06756
AZGP1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,6,14,False,4,,,,protein,protein,False,False,7,1,10,ligand,receptor,False,False,False,True,False,True,CellTalkDB:9813179;HPRD:9813179;LRdb:9813179;connectomeDB2020:9813179,9813179,generic,generic,True,False,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,True,False,post_translational,P25311,P06756
CHAD,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,14,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O15335,P06756
COL6A6,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,1,14,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,A6NMZ7,P06756
CSF3,IGHG3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,1,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P09919,P01860
CSF2,CDH11,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,2,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P04141,P55287
TNF,CDH11,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,17,2,False,0,,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P01375,P55287
BMP2,CDH11,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,19,2,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P12643,P55287
CALCA,CDH11,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,2,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P01258,P55287
ANGPTL4,CDH11,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,7,2,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,CellChatDB:30049845,30049845,generic,generic,True,False,CellChatDB,True,False,post_translational,Q9BY76,P55287
CSF2,CD86,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,5,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P04141,P42081
CD8A,CD86,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,1,5,False,0,,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,True,True,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P01732,P42081
HGF,SPHK1,functional,functional,ligand,receptor,resource_specific,composite,True,False,16,0,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P14210,Q9NYA1
TNF,SPHK1,functional,functional,ligand,receptor,resource_specific,composite,True,False,17,0,True,1,,,,protein,protein,False,True,2,1,4,ligand,receptor,False,False,False,False,False,True,ProtMapper:21605625,21605625,generic,generic,True,False,ProtMapper;REACH_ProtMapper;Sparser_ProtMapper;Wang,True,False,post_translational,P01375,Q9NYA1
TGFB2,SPHK1,functional,functional,ligand,receptor,resource_specific,composite,True,False,19,0,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P61812,Q9NYA1
PDGFA,SPHK1,functional,functional,ligand,receptor,resource_specific,composite,True,False,16,0,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P04085,Q9NYA1
PDGFB,SPHK1,functional,functional,ligand,receptor,resource_specific,composite,True,False,17,0,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P01127,Q9NYA1
TGFB2,ACVR1C,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,19,15,False,1,,,,protein,complex,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,CellChatDB:27449815,27449815,generic,generic,True,False,CellChatDB,True,False,post_translational,P61812,COMPLEX:P37173_Q8NER5
TGFB2,ACVR1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,19,14,False,1,,,,protein,complex,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,CellChatDB:29376829,29376829,generic,generic,True,False,CellChatDB,True,False,post_translational,P61812,COMPLEX:P36897_P37173_Q04771
ANGPT1,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,14,11,False,1,,,,protein,complex,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,Baccin2019:24048525,24048525,generic,generic,True,False,Baccin2019,True,False,post_translational,Q15389,COMPLEX:P06756_P18084
COL6A5,ITGAV,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,11,False,0,,,,protein,complex,False,False,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,CellChatDB,True,False,post_translational,A8TX70,COMPLEX:P06756_P26012
TNF,ICOS,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,17,7,False,1,,,,protein,protein,False,False,2,1,3,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32103204,32103204,generic,generic,True,True,CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB,True,False,post_translational,P01375,Q9Y6W8
TNF,SEMA4C,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,17,3,False,0,,,,protein,protein,False,False,1,,2,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,CellPhoneDB;InnateDB-All_CellPhoneDB,True,False,post_translational,P01375,Q9C0C4
TNF,MYLK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,2,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P01375,Q15746
CALML3,MYLK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,1,2,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,False,False,True,,,generic,generic,False,False,Wang,True,False,post_translational,P27482,Q15746
TNFSF9,TNFRSF9,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,17,True,14,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4251,protein,protein,False,True,16,5,31,ligand,receptor,False,False,False,True,False,True,CellTalkDB:13130507;DIP:8088337;HPMR:8088337;HPRD:13130507;HPRD:8088337;HPRD:9045669;ICELLNET:11239407;LRdb:13130507;LRdb:8088337;LRdb:9045669;SPIKE:16596186;connectomeDB2020:13130507;connectomeDB2020:8088337;connectomeDB2020:9045669,11239407;13130507;16596186;8088337;9045669,generic,generic,True,False,CellChatDB;CellPhoneDB;CellPhoneDB_ICELLNET;CellTalkDB;DIP;DLRP_talklr;Fantom5_LRdb;GO-lig-rec_ICELLNET;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_ICELLNET;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_ICELLNET;SPIKE;SPIKE_ICELLNET;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;talklr,True,False,post_translational,P41273,Q07011
IL2,TNFRSF9,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,19,17,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P60568,Q07011
SHH,HHIP,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,10,True,8,,,,protein,protein,False,True,13,3,20,ligand,receptor,False,False,False,False,False,True,Baccin2019:1005085510050850;CellTalkDB:10050855;HPRD:10050855;IntAct:19561609;LRdb:10050855;Lit-BM-17:19561609;NetPath:10050855;connectomeDB2020:10050855,10050855;1005085510050850;19561609,generic,generic,True,True,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q15465,Q96QV1
IHH,HHIP,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,15,10,True,13,,,,protein,protein,False,True,13,3,20,ligand,receptor,False,False,False,False,False,True,Baccin2019:10050855;Baccin2019:11435703;CancerCellMap:10050855;CancerCellMap:11435703;CellTalkDB:10050855;HPMR:10050855;HPRD:10050855;HPRD:11435703;LRdb:10050855;LRdb:11;NetPath:10050855;connectomeDB2020:10050855;connectomeDB2020:11435703,10050855;11;11435703,generic,generic,True,True,Baccin2019;CancerCellMap;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q14623,Q96QV1
SHH,GAS1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,16,5,False,6,,,,protein,protein,False,False,5,3,5,ligand,receptor,False,False,False,False,False,True,CellTalkDB:17848687;HPRD:11572986;LRdb:17848687;NetPath:11572986;connectomeDB2020:17848687;connectomeDB2020:25535338,11572986;17848687;25535338,generic,generic,True,False,CellTalkDB;HPRD;LRdb;NetPath;connectomeDB2020,True,False,post_translational,Q15465,P54826
SHH,SCUBE2,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,16,1,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,False,False,True,CellTalkDB:19480626,19480626,generic,generic,True,True,CellTalkDB,True,False,post_translational,Q15465,Q9NQ36
CXCL12,ACKR3,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,17,True,12,,,,protein,protein,False,True,13,3,20,ligand,receptor,False,False,False,True,False,True,Baccin2019:16107333;CellTalkDB:16107333;Guide2Pharma:20956518;Guide2Pharma:23396314;HPMR:16107333;LRdb:16107333;LRdb:20956518;LRdb:23396314;SIGNOR:16107333;connectomeDB2020:16107333;connectomeDB2020:20956518;connectomeDB2020:23396314,16107333;20956518;23396314,generic,generic,True,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,P48061,P25106
TFF3,ACKR3,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,17,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,connectomeDB2020:26780310,26780310,generic,generic,True,False,connectomeDB2020,True,False,post_translational,Q07654,P25106
CD80,CD8A,functional,functional,ligand,receptor,resource_specific,resource_specific,True,True,3,6,False,0,,,,protein,protein,True,False,1,,1,ligand,receptor,False,False,True,True,False,True,,,generic,generic,False,True,Wang,True,False,post_translational,P33681,P01732
IL2,TNFRSF18,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,19,17,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,True,Wang,True,False,post_translational,P60568,Q9Y5U5
TNFSF18,TNFRSF18,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,17,True,18,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=59381,protein,protein,False,True,20,6,36,ligand,receptor,False,False,True,True,False,True,Baccin2019:10037686;Baccin2019:10074428;CellTalkDB:10037686;DIP:18040044;DIP:18378892;HPMR:10037686;HPRD:10037686;HPRD:10074428;ICELLNET:11239407;IntAct:18040044;IntAct:18378892;LRdb:1;LRdb:10037686;Lit-BM-17:10037686;Lit-BM-17:18040044;Lit-BM-17:18378892;connectomeDB2020:10037686;connectomeDB2020:10074428,1;10037686;10074428;11239407;18040044;18378892,generic,generic,True,True,Baccin2019;CellChatDB;CellPhoneDB;CellPhoneDB_ICELLNET;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;GO-lig-rec_ICELLNET;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_ICELLNET;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;Kirouac2010;Kirouac2010_ICELLNET;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;Ramilowski2015_ICELLNET;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q9UNG2,Q9Y5U5
BMP2,BMPR2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,19,18,True,20,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10073,protein,protein,False,True,16,12,26,ligand,receptor,False,False,False,True,False,True,Baccin2019:10880440;Baccin2019:11263668;DIP:10880444;DIP:25938661;HPRD:10880444;InnateDB:17295905;InnateDB:18342887;LRdb:11;LRdb:11263668;Lit-BM-17:10712517;Lit-BM-17:10880444;Lit-BM-17:7791754;SIGNOR:7791754;SignaLink3:16446785;SignaLink3:17295905;SignaLink3:18342887;SignaLink3:23180781;SignaLink3:23331499;connectomeDB2020:10880444;connectomeDB2020:11263668,10712517;10880440;10880444;11;11263668;16446785;17295905;18342887;23180781;23331499;25938661;7791754,generic,generic,True,False,Baccin2019;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;InnateDB_SignaLink3;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P12643,Q13873
BMP6,BMPR2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,18,True,8,,,,protein,protein,False,True,12,5,19,ligand,receptor,False,False,False,True,False,True,Baccin2019:11401330;HPRD:11401330;LRdb:11401330;SignaLink3:10504300;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10504300,10504300;11401330;16446785;21071413;23331499,generic,generic,True,False,Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P22004,Q13873
BMP4,BMPR2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,18,True,20,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10084,protein,protein,False,True,15,8,24,ligand,receptor,False,False,False,True,False,True,Baccin2019:7644468;Baccin2019:7673243;Baccin2019:8702914;BioGRID:12045205;DIP:7644468;DIP:7673243;HPRD:7644468;HPRD:8702914;LRdb:7644468;LRdb:7673243;LRdb:8702914;SIGNOR:7673243;SIGNOR:8006002;SignaLink3:16446785;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7644468;connectomeDB2020:7644468;connectomeDB2020:7673243;connectomeDB2020:8702914,12045205;16446785;21071413;23331499;7644468;7673243;8006002;8702914,generic,generic,True,False,Baccin2019;BioGRID;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P12644,Q13873
BMP5,BMPR2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,18,True,0,,,,protein,protein,False,True,7,,9,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,CellTalkDB;DLRP_talklr;EMBRACE;Guide2Pharma;LRdb;UniProt_LRdb;Wang;iTALK;talklr,True,False,post_translational,P22003,Q13873
GDF10,BMPR2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,11,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Guide2Pharma,True,False,post_translational,P55107,Q13873
GDF3,BMPR2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,18,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Guide2Pharma,True,False,post_translational,Q9NR23,Q13873
FST,BMPR2,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,4,18,False,1,,,,protein,protein,False,False,5,1,7,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,P19883,Q13873
BMP1,BMPR2,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,5,18,False,1,,,,protein,protein,False,False,1,1,1,ligand,receptor,False,False,False,True,False,True,CellTalkDB:15621726,15621726,generic,generic,True,False,CellTalkDB,True,False,post_translational,P13497,Q13873
BMP3,BMPR2,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,13,18,False,0,,,,protein,protein,False,False,4,,5,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,CellTalkDB;DLRP_talklr;EMBRACE;iTALK;talklr,True,False,post_translational,P12645,Q13873
BMP2,BMPR1B,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,19,16,True,18,,,,protein,protein,False,True,13,6,22,ligand,receptor,False,False,False,True,False,True,Baccin2019:12700180;Baccin2019:15064755;Baccin2019:7811286;Baccin2019:9872992;HPMR:12700180;HPRD:15064755;HPRD:7811286;HPRD:9872992;LRdb:12700180;LRdb:15064755;LRdb:7811286;LRdb:9872992;Lit-BM-17:10712517;Lit-BM-17:19229295;connectomeDB2020:12700180;connectomeDB2020:15064755;connectomeDB2020:7811286;connectomeDB2020:9872992,10712517;12700180;15064755;19229295;7811286;9872992,generic,generic,True,False,Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P12643,O00238
BMP6,BMPR1B,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,16,True,8,,,,protein,protein,False,True,11,3,18,ligand,receptor,False,False,False,True,False,True,Baccin2019:10504300;Baccin2019:11401330;HPRD:10504300;HPRD:11401330;LRdb:10504300;LRdb:11;connectomeDB2020:10504300;connectomeDB2020:11401330,10504300;11;11401330,generic,generic,True,False,Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P22004,O00238
BMP4,BMPR1B,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,16,True,15,,,,protein,protein,False,True,11,4,20,ligand,receptor,False,False,False,True,False,True,Baccin2019:11282024;Baccin2019:7811286;Baccin2019:8006002;Baccin2019:8702914;HPRD:11282024;HPRD:7811286;HPRD:8702914;LRdb:11282024;LRdb:7811286;LRdb:8006002;LRdb:8702914;connectomeDB2020:11282024;connectomeDB2020:7811286;connectomeDB2020:8006002;connectomeDB2020:8702914,11282024;7811286;8006002;8702914,generic,generic,True,False,Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P12644,O00238
BMP5,BMPR1B,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,16,True,0,,,,protein,protein,False,True,7,,9,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,CellTalkDB;DLRP_talklr;EMBRACE;Guide2Pharma;LRdb;UniProt_LRdb;Wang;iTALK;talklr,True,False,post_translational,P22003,O00238
GDF10,BMPR1B,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,11,16,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Guide2Pharma,True,False,post_translational,P55107,O00238
GDF3,BMPR1B,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,16,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Guide2Pharma,True,False,post_translational,Q9NR23,O00238
